AccNoFull,ItemAccNoFull,Family,Genus,GenusSpecies,TaxonName,ItemLocationCode,LocationName,LocationCoordLatDD,LocationCoordLongDD,ManagedBy,ItemType,ProvenanceCode,IUCNRedList,NationalRedList,RegionalRedList,ClimateRating_current,ClimateRating_emissions-limited_2050,ClimateRating_business-as-usual_2090,ClimateRating_bau-plus-1-degree_2090,LocalityFull,LifeForm,LocComment,TaxonNameFull,LocationCoordX,LocationCoordY,Locality
2021-0642,2021-0642.88,Theaceae,Camellia,Camellia japonica,Camellia japonica 'Hakumyorenji,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,9.0,11.0,11.0,11.0,,Shrub,,Camellia japonica L. 'Hakumyorenji,49.249515,-123.234415,
2021-0640,2021-0640.88,Theaceae,Camellia,Camellia sp.,Camellia sp.,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,,,,,,Shrub,,Camellia sp.,49.249515,-123.234415,
2021-0641,2021-0641.88,Theaceae,Camellia,Camellia sp.,Camellia sp.,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,,,,,,Shrub,,Camellia sp.,49.249515,-123.234415,
2023-0034,2023-0034.88,Capparaceae,Capparis,Capparis spinosa,Capparis spinosa,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,U,,,,9.0,9.0,11.0,11.0,,Shrub,,Capparis spinosa L.,49.249515,-123.234415,
2022-0326,2022-0326.88,Betulaceae,Carpinus,Carpinus orientalis,Carpinus orientalis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,Least concern,,,11.0,11.0,8.0,5.0,"GEO: Adjaris-Tsqali, 41.54493169 | 41.71423411",Tree,,Carpinus orientalis Mill.,49.249515,-123.234415,Adjaris-Tsqali
2024-0209,2024-0209.88,Juglandaceae,Carya,Carya aquatica,Carya aquatica,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,Least concern,,,,,,,"USA: Arkansas, White County, Departee Creek Wildlife Management Area, 35.38726 | -91.46727",Tree,,Carya aquatica (F.Michx.) Elliott,49.249515,-123.234415,Departee Creek Wildlife Management Area
2023-0474,2023-0474.88,Juglandaceae,Carya,Carya cordiformis,Carya cordiformis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,8.0,5.0,"CAN: Ontario, Elgin County, Hawk Cliff Woods, 213 m, 42.6676 | -81.17337",Tree,,Carya cordiformis (Wangenh.) K.Koch,49.249515,-123.234415,Hawk Cliff Woods
2021-0766,2021-0766.88,Juglandaceae,Carya,Carya glabra,Carya glabra,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,11.0,11.0,"CAN: Ontario, Regional Municipality of Niagara, The Niagara Glen, 159 m, 43.140061 | -79.045818",Tree,,Carya glabra (Mill.) Sweet,49.249515,-123.234415,The Niagara Glen
2023-0473,2023-0473.88,Juglandaceae,Carya,Carya ovata,Carya ovata,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,8.0,8.0,"CAN: Ontario, Elgin County, Hawk Cliff Woods, 213 m, 42.66795 | -81.17136",Tree,,Carya ovata (Mill.) K.Koch,49.249515,-123.234415,Hawk Cliff Woods
2024-0210,2024-0210.88,Juglandaceae,Carya,Carya texana,Carya texana,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,Least concern,,,,,,,"USA: Arkansas, Drew County, 33.584178 | -91.802253",Tree,,Carya texana,49.249515,-123.234415,
2024-0048,2024-0048.88,Asteraceae,Catananche,Catananche caerulea,Catananche caerulea 'Alba',8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,11.0,11.0,8.0,6.0,,Herbaceous Perennial,,Catananche caerulea L. 'Alba',49.249515,-123.234415,
2024-0207,2024-0207.88,Zingiberaceae,Cautleya,Cautleya gracilis,Cautleya gracilis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,Z,,,,,,,,CHN:,Herbaceous Perennial,Original locality is batch imported on 2019 Aug 16;,Cautleya gracilis (Sm.) Dandy,49.249515,-123.234415,
2023-0406,2023-0406.88,Rhamnaceae,Ceanothus,Ceanothus cuneatus,Ceanothus cuneatus,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,6.0,9.0,11.0,11.0,"USA: California, Trinity County, Shasta-Trinity National Forest, Union Creek trailhead, beside trail at base of berm, 1297 m, 41.11301 | -122.87923",Shrub,,Ceanothus cuneatus (Hook.) Nutt.,49.249515,-123.234415,"Shasta-Trinity National Forest, Union Creek trailhead, beside trail at base of berm"
2022-0494,2022-0494.88,Rhamnaceae,Ceanothus,Ceanothus integerrimus,Ceanothus integerrimus,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,9.0,9.0,"USA: California, Siskiyou County, Klamath National Forest, along Forest Service Road 15N17 or Camp 3 Rd. at at Offield Saddle opening, south side of road at SSE corner of gravel turnout, 965 m, 41.42846 | -123.45252",Shrub,,Ceanothus integerrimus Hook. & Arn.,49.249515,-123.234415,"Klamath National Forest, along Forest Service Road 15N17 or Camp 3 Rd. at at Offield Saddle opening, south side of road at SSE corner of gravel turnout"
2022-0492,2022-0492.88,Rhamnaceae,Ceanothus,Ceanothus velutinus,Ceanothus velutinus,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,9.0,9.0,3.0,"USA: California, Siskiyou County, Klamath National Forest, on slope north of Forest Service Road 47N72, 0.25 miles from intersection with Forest Service Road 47N70, 1345 m, 41.91073671 | -123.0906444",Shrub,,Ceanothus velutinus Douglas,49.249515,-123.234415,"Klamath National Forest, on slope north of Forest Service Road 47N72, 0.25 miles from intersection with Forest Service Road 47N70"
2024-0131,2024-0131.87,Asteraceae,Celmisia,Celmisia semicordata,Celmisia semicordata,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,Z,,,,,,,,NZL: wild collected,Shrub,Original locality is batch imported on 2019 Aug 16;,Celmisia semicordata Petrie,49.249515,-123.234415,wild collected
2024-0049,2024-0049.88,Poaceae,Celtica,Celtica gigantea,Celtica gigantea,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,8.0,11.0,11.0,11.0,,Herbaceous Perennial,,Celtica gigantea (Link) F.M.Vázquez & Barkworth,49.249515,-123.234415,
2022-0226,2022-0226.88,Rubiaceae,Cephalanthus,Cephalanthus occidentalis,Cephalanthus occidentalis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,11.0,11.0,"USA: Ohio, Licking County, The DAwes Arboretum, SE of White Pine Woods, 39.9889861 | -82.4135461",Shrub or Tree,,Cephalanthus occidentalis L.,49.249515,-123.234415,"The DAwes Arboretum, SE of White Pine Woods"
1986-0318,1986-0318.88,Cephalotaxaceae,Cephalotaxus,Cephalotaxus harringtonia,Cephalotaxus harringtonia var. drupacea,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,11.0,11.0,11.0,KOR: 34.36 N | 126.32 E,Shrub,Original locality is batch imported on 2019 Aug 16;,Cephalotaxus harringtonia var. drupacea (Sieb. & Zucc.) G.Koidz.,49.249515,-123.234415,
2023-0159,2023-0159.88,Fabaceae,Cercis,Cercis glabra,Cercis glabra 'Celestial Plum',8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,9.0,9.0,11.0,11.0,,Tree,,Cercis glabra Pamp. 'Celestial Plum',49.249515,-123.234415,
2023-0404,2023-0404.88,Fabaceae,Cercis,Cercis occidentalis,Cercis occidentalis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,6.0,9.0,11.0,11.0,"USA: California, Shasta County, Shasta-Trinity National Forest, Forest Rte 42N17 roadside, top of steep shoulder, 1018 m, 41.24687 | -122.64217",Shrub or Tree,,Cercis occidentalis Torr. ex A.Gray,49.249515,-123.234415,"Shasta-Trinity National Forest, Forest Rte 42N17 roadside, top of steep shoulder"
2023-0419,2023-0419.88,Rosaceae,Cercocarpus,Cercocarpus betuloides,Cercocarpus betuloides,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,6.0,9.0,11.0,11.0,"USA: California, Trinity County, Deerlick Springs Rd near Hwy3, on roadside at top of steep shoulder, 641 m, 40.61203 | -122.93755",Shrub or Tree,,Cercocarpus betuloides Nutt.,49.249515,-123.234415,"Deerlick Springs Rd near Hwy3, on roadside at top of steep shoulder"
2022-0543,2022-0543.88,Rosaceae,Cercocarpus,Cercocarpus ledifolius,Cercocarpus ledifolius,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,9.0,9.0,9.0,9.0,,Shrub or Tree,,Cercocarpus ledifolius Nutt.,49.249515,-123.234415,
2023-0400,2023-0400.88,Rosaceae,Cercocarpus,Cercocarpus ledifolius,Cercocarpus ledifolius var. intermontanus,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,9.0,9.0,9.0,"USA: California, Shasta County, Shasta-Trinity National Forest, Mount Eddy trail via Deadfall Lakes Trai, in clear slope above trail, 2115 m, 41.32768 | -122.50925",Shrub or Tree,,Cercocarpus ledifolius Nutt. var. intermontanus N.Holmgren,49.249515,-123.234415,"Shasta-Trinity National Forest, Mount Eddy trail via Deadfall Lakes Trai, in clear slope above trail"
2022-0506,2022-0506.88,Cupressaceae,Chamaecyparis,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,Near threatened,,,11.0,11.0,6.0,6.0,"USA: California, Siskiyou County, Klamath National Forest, off Forest Service Road 14N21, 1104 m, 41.55213835 | -123.6213579",Tree,,Chamaecyparis lawsoniana (A.Murray bis) Parl.,49.249515,-123.234415,"Klamath National Forest, off Forest Service Road 14N21"
2022-0523,2022-0523.88,Cupressaceae,Chamaecyparis,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,Near threatened,,,11.0,11.0,6.0,6.0,"USA: Oregon, Josephine County, Rogue River-Siskiyou National Forest, Eight Dollar Mountain, off NF-029, south of Days Gulch Botanical Area, 446 m, 42.22868 | -123.70193",Tree,,Chamaecyparis lawsoniana (A.Murray bis) Parl.,49.249515,-123.234415,"Rogue River-Siskiyou National Forest, Eight Dollar Mountain, off NF-029, south of Days Gulch Botanical Area"
2024-0658,2024-0658.88,Papaveraceae,Chelidonium,Chelidonium majus,Chelidonium majus,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,Exotic British Columbia,,,,,,Herbaceous Perennial,,Chelidonium majus L.,49.249515,-123.234415,
2022-0481,2022-0481.88,Fagaceae,Chrysolepis,Chrysolepis chrysophylla,Chrysolepis chrysophylla,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,11.0,6.0,"USA: Oregon, Wasco County, Mt. Hood National Forest, access road to Clear Lake Campground, roadside 2660, 1166 m, 45.19197011 | -121.6928885",Tree,,Chrysolepis chrysophylla (Douglas ex Hook.) Hjelmq.,49.249515,-123.234415,"Mt. Hood National Forest, access road to Clear Lake Campground, roadside 2660"
2023-0413,2023-0413.88,Fagaceae,Chrysolepis,Chrysolepis sempervirens,Chrysolepis sempervirens,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,5.0,5.0,6.0,9.0,"USA: California, Trinity County, Shasta-Trinity National Forest, Coffee Creek road, north side above road on bank, 1328 m, 41.12106 | -122.90005",Shrub,,Chrysolepis sempervirens (Kellogg) Hjelmq.,49.249515,-123.234415,"Shasta-Trinity National Forest, Coffee Creek road, north side above road on bank"
1988-0627,1988-0627.88,Ranunculaceae,Clematis,Clematis koreana,Clematis koreana var. carunculosa,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,6.0,2.0,2.0,"KOR: Mt. Halla, Chejudo, 1500 m",Climber_Liana_Vine,Original locality is batch imported on 2019 Aug 16;,Clematis koreana Kom. var. carunculosa (Gagnep.) Tamura,49.249515,-123.234415,"Mt. Halla, Chejudo"
2023-0164,2023-0164.88,Cornaceae,Cornus,Cornus hongkongensis,Cornus hongkongensis 'Gekkou',8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,,,,,,Shrub or Tree,,Cornus hongkongensis Hemsl. 'Gekkou',49.249515,-123.234415,
2023-0425,2023-0425.88,Cornaceae,Cornus,Cornus sessilis,Cornus sessilis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"USA: California, Trinity County, Shasta-Trinity National Forest, north of Hwy 3 on Big Creek Rd (Forest service rd 4N16), along creek, 938 m, 40.64624 | -123.16002",Tree,,Cornus sessilis Torr.,49.249515,-123.234415,"Shasta-Trinity National Forest, north of Hwy 3 on Big Creek Rd (Forest service rd 4N16), along creek"
2023-0369,2023-0369.88,Poaceae,Cortaderia,Cortaderia selloana,Cortaderia selloana 'Rosea',8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,9.0,9.0,11.0,11.0,,Herbaceous Perennial,,Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn. 'Rosea',49.249515,-123.234415,
2023-0245,2023-0245.88,Hamamelidaceae,Corylopsis,Corylopsis sp.,Corylopsis sp.,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,U,,,,,,,,,Shrub or Tree,,Corylopsis sp.,49.249515,-123.234415,
2022-0158,2022-0158.88,Rosaceae,Crataegus,Crataegus chrysocarpa,Crataegus chrysocarpa,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"CAN: Quebec, Levis, pointe De La Martiniere, 34 m, 46° 49' 41.97"" N | -71° 6' 25.78'' O",Shrub or Tree,Foret mixte / mixed forest,Crataegus chrysocarpa Ashe,49.249515,-123.234415,pointe De La Martiniere
2024-0129,2024-0129.88,Rubiaceae,Cynanchica,Cynanchica lilaciflora,Cynanchica lilaciflora subsp. lilaciflora,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,,,,,,Shrub,,Cynanchica lilaciflora subsp. lilaciflora,49.249515,-123.234415,
2023-0258,2023-0258.88,Cystopteridaceae,Cystopteris,Cystopteris bulbifera,Cystopteris bulbifera,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,9.0,6.0,6.0,"CAN: Ontario, Regional Municipality of Niagara, The Niagara Glen, 90 m, 43.134294 | -79.052397",Herbaceous Perennial,,Cystopteris bulbifera (L.) Bernh.,49.249515,-123.234415,The Niagara Glen
2023-0042,2023-0042.99,Fabaceae,Dalea,Dalea purpurea,Dalea purpurea,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,U,,,,11.0,9.0,8.0,5.0,,Herbaceous Perennial,,Dalea purpurea Vent.,49.249515,-123.234415,
2023-0262,2023-0262.88,Dennstaedtiaceae,Dennstaedtia,Dennstaedtia punctilobula,Dennstaedtia punctilobula,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"CAN: Ontario, Regional Municipality of Waterloo, Near intersection of Township Rd 3 and Maplewood Drive, 352 m, 43.134294 | -80.657508",Herbaceous Perennial,,Dennstaedtia punctilobula (Michx.) T.Moore,49.249515,-123.234415,Near intersection of Township Rd 3 and Maplewood Drive
2023-0261,2023-0261.88,Athyriaceae,Deparia,Deparia acrostichoides,Deparia acrostichoides,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,9.0,6.0,"CAN: Ontario, Regional Municipality of Niagara, The Niagara Glen, 90 m, 43.134294 | -79.052397",Herbaceous Perennial,,Deparia acrostichoides (Sw.) M.Kato,49.249515,-123.234415,The Niagara Glen
1983-0553,1983-0553.88,Hydrangeaceae,Deutzia,Deutzia hookeriana,Deutzia hookeriana,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,11.0,11.0,11.0,11.0,,Shrub,,Deutzia hookeriana (C.K.Schneid.) Airy Shaw,49.249515,-123.234415,
2022-0561,2022-0561.88,Athyriaceae,Diplazium,Diplazium pycnocarpon,Diplazium pycnocarpon,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"CAN: Ontario, Regional Municipality of Waterloo, Stamm Woodlot, 374 m, 43.493953 | -80.584593",Herbaceous Perennial,,Diplazium pycnocarpon (Spreng.) M.Broun,49.249515,-123.234415,Stamm Woodlot
2020-0344,2020-0344.88,Thymelaeaceae,Dirca,Dirca palustris,Dirca palustris,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,9.0,6.0,6.0,"CAN: Quebec, 123 m, 45°27'39.31 | -75°48'19.2""",Shrub,"Gatineau, Gatineau Park. Deciduous forest",Dirca palustris L.,49.249515,-123.234415,
2023-0206,2023-0206.88,Lamiaceae,Dracocephalum,Dracocephalum ruyschiana,Dracocephalum ruyschiana,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"ITA: Valle d'Aosta, Valgrisenche, 2000 m",Herbaceous Perennial,,Dracocephalum ruyschiana L.,49.249515,-123.234415,Valgrisenche
2024-0401,2024-0401.88,Ehretiaceae,Ehretia,Ehretia dicksonii,Ehretia dicksonii,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,U,,,,9.0,9.0,9.0,8.0,,Tree,,Ehretia dicksonii Hance,49.249515,-123.234415,
2023-0036,2023-0036.88,Ericaceae,Empetrum,Empetrum nigrum,Empetrum nigrum var. hermaphroditum,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,3.0,3.0,2.0,"FIN: Lapland, Savukoski, Ruuvaoja, Sulkarikuru, 262 m, 67.75 | 28.466667",Shrub,,Empetrum nigrum var. hermaphroditum,49.249515,-123.234415,"Savukoski, Ruuvaoja, Sulkarikuru"
2016-0409,2016-0409.86,Ericaceae,Enkianthus,Enkianthus chinensis,Enkianthus chinensis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,8.0,11.0,11.0,CHN:,Shrub or Tree,Original locality is batch imported on 2019 Aug 16;,Enkianthus chinensis Franch.,49.249515,-123.234415,
2022-0486,2022-0486.87,Boraginaceae,Eriodictyon,Eriodictyon californicum,Eriodictyon californicum,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,5.0,8.0,11.0,11.0,"USA: Oregon, Josephine County, Rogue-River Siskiyou National Forest, Waldo/Grayback/Indian Creek Road, south of road, 780 m, 42.06079971 | -123.5767844",Shrub,,Eriodictyon californicum (Hook. & Arn.) Torr.,49.249515,-123.234415,"Rogue-River Siskiyou National Forest, Waldo/Grayback/Indian Creek Road, south of road"
2022-0534,2022-0534.86,Boraginaceae,Eriodictyon,Eriodictyon californicum,Eriodictyon californicum,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,5.0,8.0,11.0,11.0,"USA: Oregon, Josephine County, Rogue River-Siskiyou National Forest, roadside off NF-4201 about 1 mile from Babyfoot Lake Trailhead, 1199 m, 42.2318 | -123.77718",Shrub,,Eriodictyon californicum (Hook. & Arn.) Torr.,49.249515,-123.234415,"Rogue River-Siskiyou National Forest, roadside off NF-4201 about 1 mile from Babyfoot Lake Trailhead"
2021-0810,2021-0810.87,Boraginaceae,Eriodictyon,Eriodictyon crassifolium,Eriodictyon crassifolium,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"USA: California, Santa Barbara County, Los Padres National Forest, E. Camino Cielo",Shrub,,Eriodictyon crassifolium Benth.,49.249515,-123.234415,"Los Padres National Forest, E. Camino Cielo"
2021-0810,2021-0810.88,Boraginaceae,Eriodictyon,Eriodictyon crassifolium,Eriodictyon crassifolium,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"USA: California, Santa Barbara County, Los Padres National Forest, E. Camino Cielo",Shrub,,Eriodictyon crassifolium Benth.,49.249515,-123.234415,"Los Padres National Forest, E. Camino Cielo"
2022-0008,2022-0008.88,Polygonaceae,Eriogonum,Eriogonum umbellatum,Eriogonum umbellatum,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,6.0,6.0,6.0,,Herbaceous Perennial,,Eriogonum umbellatum Torr.,49.249515,-123.234415,
2023-0345,2023-0345.88,Apiaceae,Eryngium,Eryngium giganteum,Eryngium giganteum,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,,,,,,Herbaceous Perennial,,Eryngium giganteum M.Bieb.,49.249515,-123.234415,
2024-0063,2024-0063.88,Apiaceae,Eryngium,Eryngium giganteum,Eryngium giganteum,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,,,,,,Herbaceous Perennial,,Eryngium giganteum M.Bieb.,49.249515,-123.234415,
2023-0274,2023-0274.88,Fabaceae,Erythrina,Erythrina crista-galli,Erythrina crista-galli,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,,Herbaceous Perennial,,Erythrina crista-galli L.,49.249515,-123.234415,
2023-0133,2023-0133.88,Pentaphylacaceae,Eurya,Eurya emarginata,Eurya emarginata,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,9.0,9.0,9.0,"JPN: Kochi Prefecture, Shimanto city, Hirano, 16 m, 32.95 | 132.983333",Shrub,,Eurya emarginata Makino,49.249515,-123.234415,Hirano
2023-0134,2023-0134.88,Pentaphylacaceae,Eurya,Eurya japonica,Eurya japonica,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,9.0,9.0,11.0,11.0,"JPN: Kochi Prefecture, Shimanto city, Futami, 6 m, 32.966667 | 132.983333",Shrub,,Eurya japonica Thunb.,49.249515,-123.234415,Futami
2023-0347,2023-0347.88,Asteraceae,Eutrochium,Eutrochium purpureum,Eutrochium purpureum var. atropurpureum,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,11.0,11.0,8.0,5.0,,Herbaceous Perennial,,Eutrochium purpureum var. atropurpureum,49.249515,-123.234415,
2019-0033,2019-0033.87,Oleaceae,Forsythia,Forsythia suspensa,Forsythia suspensa,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,8.0,8.0,"CHN: Hubei Province, Shennongjia, Mawan, Mawan, 966 m, 31°49.899' N | 110°38.049' E",Shrub,Original locality is batch imported on 2019 Aug 16;,Forsythia suspensa Vahl,49.249515,-123.234415,"Shennongjia, Mawan, Mawan"
2023-0349,2023-0349.88,Francoaceae,Francoa,Francoa sonchifolia,Francoa sonchifolia,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,9.0,11.0,6.0,3.0,,Herbaceous Perennial,,Francoa sonchifolia Cav.,49.249515,-123.234415,
2023-0387,2023-0387.88,Oleaceae,Fraxinus,Fraxinus dipetala,Fraxinus dipetala,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"USA: California, Shasta County, Shasta-Trinity National Forest, Waters Gulch trail, 395 m, 40.783282 | -122.338233",Shrub or Tree,,Fraxinus dipetala Hook. & Arn.,49.249515,-123.234415,"Shasta-Trinity National Forest, Waters Gulch trail"
2020-0355,2020-0355.88,Oleaceae,Fraxinus,Fraxinus nigra,Fraxinus nigra,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,Critically Endangered,No Status SARA,,9.0,6.0,3.0,3.0,"CAN: Quebec, MRC Le Haut-Richelieu: Saint-Georges-de-Clarenceville., 31 m, 45°05'15"" | -73°13'20""",Tree,Marais=swamp,Fraxinus nigra Marshall,49.249515,-123.234415,MRC Le Haut-Richelieu: Saint-Georges-de-Clarenceville.
2023-0454,2023-0454.88,Malvaceae,Fremontodendron,Fremontodendron californicum,Fremontodendron californicum,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"USA: California, Tehama County, Lassen National Forest, Battle Creek Vista point, off Hwy 36, 1010 m, 40.35148 | -121.77898",Shrub,,Fremontodendron californicum (Torrey) Coville,49.249515,-123.234415,"Lassen National Forest, Battle Creek Vista point, off Hwy 36"
2022-0012,2022-0012.88,Liliaceae,Fritillaria,Fritillaria camschatcensis,Fritillaria camschatcensis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,Yellow-listed British Columbia,9.0,6.0,3.0,3.0,,Herbaceous Perennial,,Fritillaria camschatcensis Ker Gawl.,49.249515,-123.234415,
2024-0128,2024-0128.88,Liliaceae,Gagea,Gagea chlorantha,Gagea chlorantha,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,Z,,,,,,,,"GEO: Kartli, Tblisi, Kus Tba 600 m. 41.7, 44.75222222222222, 600 m, 41 D 42' 00'' | 44 D 45' 08''",Herbaceous Perennial,,Gagea chlorantha Schult.f.,49.249515,-123.234415,"Kartli, Tblisi, Kus Tba 600 m. 41.7, 44.75222222222222"
2023-0402,2023-0402.88,Garryaceae,Garrya,Garrya fremontii,Garrya fremontii,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,11.0,11.0,11.0,8.0,"USA: California, Shasta County, Shasta-Trinity National Forest, steep ridge above Forest Rte 42N17, 1575 m, 41.31301 | -122.56322",Shrub,,Garrya fremontii Torr.,49.249515,-123.234415,"Shasta-Trinity National Forest, steep ridge above Forest Rte 42N17"
2023-0304,2023-0304.88,Gentianaceae,Gentiana,Gentiana lutea,Gentiana lutea,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,U,,,,9.0,6.0,3.0,3.0,,Herbaceous Perennial,,Gentiana lutea L.,49.249515,-123.234415,
2023-0351,2023-0351.88,Iridaceae,Gladiolus,Gladiolus illyricus,Gladiolus illyricus,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,9.0,11.0,11.0,11.0,,Herbaceous Perennial,,Gladiolus illyricus W.D.J.Koch,49.249515,-123.234415,
2023-0305,2023-0305.88,Fabaceae,Glycyrrhiza,Glycyrrhiza glabra,Glycyrrhiza glabra,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,U,,,,11.0,11.0,11.0,11.0,,Herbaceous Perennial,,Glycyrrhiza glabra L.,49.249515,-123.234415,
2024-0066,2024-0066.88,Fabaceae,Glycyrrhiza,Glycyrrhiza glabra,Glycyrrhiza glabra,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,,,,11.0,11.0,11.0,11.0,,Herbaceous Perennial,,Glycyrrhiza glabra L.,49.249515,-123.234415,
1970-0001,1970-0001.87,Cupressaceae,Glyptostrobus,Glyptostrobus pensilis,Glyptostrobus pensilis,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,G,Critically Endangered,,,9.0,9.0,9.0,9.0,,Tree,,Glyptostrobus pensilis K.Koch,49.249515,-123.234415,
2023-0418,2023-0418.88,Asparagaceae,Hastingsia,Hastingsia alba,Hastingsia alba,8,Nursery,49.249515,-123.234415,Kevin Kubeck,Planting,W,,,,,,,,"USA: California, Trinity County, Shasta-Trinity National Forest, Swift Creek road at Lake Eleanor trailhead, just above road and in shoulder, 1466 m, 40.98527 | -122.77426",Herbaceous Perennial,,Hastingsia alba (Durand) S.Watson,49.249515,-123.234415,"Shasta-Trinity National Forest, Swift Creek road at Lake Eleanor trailhead, just above road and in shoulder"
