taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Impatiens tinctoria,15.3,11,13.5875,22.7,9.64583,999.25,125,FALSE,GBIF_CURRENT=78,MODEL=,PLANTSEARCH=15,,
Indigofera amblyantha,15.3,11,13.3715,29.775,2.86667,922.5,100.25,FALSE,GBIF_CURRENT=182,MODEL=,PLANTSEARCH=37,,
Indigofera incarnata,15.3,11,16.0118,31.1,6.7875,1349.75,170,FALSE,GBIF_CURRENT=429,MODEL=,PLANTSEARCH=4,,
Indigofera kirilowii,15.3,6,11.0847,28.25,0.116666,1126,128.5,FALSE,GBIF_CURRENT=1422,MODEL=,PLANTSEARCH=56,,
Inula helenium,15.3,3,8.82222,24.15,0.799999,755,140.25,FALSE,GBIF_CURRENT=9455,MODEL=,PLANTSEARCH=159,,
Inula hookeri,15.3,5,9.58472,20.175,4.34167,970.5,154.75,FALSE,GBIF_CURRENT=90,MODEL=,PLANTSEARCH=24,,
Inula magnifica,15.3,3,6.53194,21.75,-1.14167,1040.5,195.5,FALSE,GBIF_CURRENT=62,MODEL=,PLANTSEARCH=76,,
Inula racemosa,15.3,6,10.2549,22.675,4.00834,750.25,147.75,FALSE,GBIF_CURRENT=965,MODEL=,PLANTSEARCH=18,,
Ipheion uniflorum,15.3,11,12.7056,26.55,4.65833,830.5,165,FALSE,GBIF_CURRENT=4059,MODEL=,PLANTSEARCH=87,,
Ipomopsis aggregata,15.3,6,7.39029,26.55,-0.466667,648,92,FALSE,GBIF_CURRENT=8846,MODEL=,PLANTSEARCH=17,,
Ipomopsis rubra,15.3,6,15.8208,30.85,5.3875,854.75,152,FALSE,GBIF_CURRENT=2759,MODEL=,PLANTSEARCH=32,,
Iris acutiloba,15.3,5,10.9556,26.7,0.458333,520.5,90.5,FALSE,GBIF_CURRENT=75,MODEL=,PLANTSEARCH=14,,
Iris aphylla,15.3,3,6.8132,23.825,-3.10417,616.5,108.75,FALSE,GBIF_CURRENT=1774,MODEL=,PLANTSEARCH=71,,
Iris bracteata,15.3,6,11.2236,26.525,4.66667,1167.75,96.5,FALSE,GBIF_CURRENT=103,MODEL=,PLANTSEARCH=17,,
Iris bulleyana,15.3,8,8.73333,22.025,1.92083,790,90.5,FALSE,GBIF_CURRENT=82,MODEL=,PLANTSEARCH=61,,
Iris chrysographes,15.3,8,11.3187,23.525,3.57917,839,87.5,FALSE,GBIF_CURRENT=51,MODEL=,PLANTSEARCH=75,,
Iris chrysophylla,15.3,6,11.2681,26.7,4.18333,1163,122,FALSE,GBIF_CURRENT=673,MODEL=,PLANTSEARCH=9,,
Iris confusa,15.3,11,14.8611,26.9,6.37917,957.75,95.5,FALSE,GBIF_CURRENT=69,MODEL=,PLANTSEARCH=35,,
Iris delavayi,15.3,8,8.36111,22.45,1.75833,780,102.5,FALSE,GBIF_CURRENT=62,MODEL=,PLANTSEARCH=55,,
Iris domestica,15.3,11,12.8806,29.8,3.2875,1063.5,160.5,FALSE,GBIF_CURRENT=3147,MODEL=,PLANTSEARCH=53,,
Iris douglasiana,15.3,9,12.3465,23.65,7.4375,910,70.5,FALSE,GBIF_CURRENT=4840,MODEL=,PLANTSEARCH=62,,
Iris ensata,15.3,6,8.87084,25.15,-0.283332,1002.5,132,FALSE,GBIF_CURRENT=1103,MODEL=,PLANTSEARCH=108,,
Iris foetidissima,15.3,9,11.1264,24.15,4.89167,755,139.5,FALSE,GBIF_CURRENT=9203,MODEL=,PLANTSEARCH=127,,
Iris forrestii,15.3,8,11.2722,23.7,4.07083,804,92,FALSE,GBIF_CURRENT=28,MODEL=,PLANTSEARCH=42,,
Iris gracilipes,15.3,5,10.4597,25.7,0.383333,1217,191.5,FALSE,GBIF_CURRENT=77,MODEL=,PLANTSEARCH=25,,
Iris graminea,15.3,3,10.2979,24.55,2.26667,859,156.5,FALSE,GBIF_CURRENT=3429,MODEL=,PLANTSEARCH=104,,
Iris hartwegii,15.3,6,12.1306,27.4,6.78333,906.5,19.5,FALSE,GBIF_CURRENT=1320,MODEL=,PLANTSEARCH=9,,
Iris histrioides,15.3,3,9.49722,22.9,2.45,744,138.5,FALSE,GBIF_CURRENT=15,MODEL=,PLANTSEARCH=12,,
Iris hookeri,15.3,3,5.04445,22.35,-4.32917,947,187.5,FALSE,GBIF_CURRENT=602,MODEL=,PLANTSEARCH=31,,
Iris innominata,15.3,6,11.2056,25.4,5.3,1365.5,97.5,FALSE,GBIF_CURRENT=202,MODEL=,PLANTSEARCH=37,,
Iris jacquinii,15.3,2,7.12083,21.6,1.51667,945,181.75,FALSE,GBIF_CURRENT=1389,MODEL=,PLANTSEARCH=2,,
Iris japonica,15.3,11,12.9764,27.05,4.625,1018.5,151.5,FALSE,GBIF_CURRENT=2778,MODEL=,PLANTSEARCH=71,,
Iris laevigata,15.3,6,3.33333,24.05,-7.39167,698,84.5,FALSE,GBIF_CURRENT=747,MODEL=,PLANTSEARCH=63,,
Iris lazica,15.3,6,11.3076,25.225,3.69167,936.25,161.25,FALSE,GBIF_CURRENT=6,MODEL=,PLANTSEARCH=28,,
Iris milesii,15.3,11,12.4972,24.275,5.2875,1010.5,111.75,FALSE,GBIF_CURRENT=27,MODEL=,PLANTSEARCH=35,,
Iris missouriensis,15.3,3,7.28889,24.825,-0.324999,612.75,95,FALSE,GBIF_CURRENT=5448,MODEL=,PLANTSEARCH=75,,
Iris pallida,15.3,8,11.1007,25.525,3.1375,802.25,142,FALSE,GBIF_CURRENT=808,MODEL=,PLANTSEARCH=83,,
Iris paradoxa,15.3,3,9.45555,26.45,0.170832,537,71.75,FALSE,GBIF_CURRENT=48,MODEL=,PLANTSEARCH=14,,
Iris pumila,15.3,5,9.53403,25.5,-0.125,626.75,111.75,FALSE,GBIF_CURRENT=3939,MODEL=,PLANTSEARCH=109,,
Iris reticulata,15.3,6,9.74235,23.65,1.8125,763.25,147.25,FALSE,GBIF_CURRENT=558,MODEL=,PLANTSEARCH=85,,
Iris setosa,15.3,3,2.48194,21.4,-6.61667,775,111.5,FALSE,GBIF_CURRENT=2467,MODEL=,PLANTSEARCH=102,,
Iris sibirica,15.3,6,8.3882,23.375,0.466665,741.5,136.75,FALSE,GBIF_CURRENT=6645,MODEL=,PLANTSEARCH=161,,
Iris sintenisii,15.3,5,11.3097,25.625,2.4625,664.75,118,FALSE,GBIF_CURRENT=150,MODEL=,PLANTSEARCH=63,,
Iris spuria,15.3,8,10.2333,24.9,2.26667,642,115.5,FALSE,GBIF_CURRENT=914,MODEL=,PLANTSEARCH=70,,
Iris suaveolens,15.3,8,11.5924,26.075,2.34167,669,119,FALSE,GBIF_CURRENT=67,MODEL=,PLANTSEARCH=31,,
Iris tenax,15.3,3,10.7111,25.6,4.16667,1123.5,121,FALSE,GBIF_CURRENT=2003,MODEL=,PLANTSEARCH=30,,
Iris tenuis,15.3,3,8.96181,23.375,3.325,1391.5,142.25,FALSE,GBIF_CURRENT=43,MODEL=,PLANTSEARCH=7,,
Iris unguicularis,15.3,11,14.5069,27.7,7.01667,772.75,90.5,FALSE,GBIF_CURRENT=1481,MODEL=,PLANTSEARCH=78,,
Iris versicolor,15.3,3,7.25557,25.7,-2.93333,937.25,177,FALSE,GBIF_CURRENT=9353,MODEL=,PLANTSEARCH=144,,
Iris wilsonii,15.3,8,11.868,24.7,3.68334,885.5,90.5,FALSE,GBIF_CURRENT=50,MODEL=,PLANTSEARCH=30,,
Isotrema tomentosum,15.3,11,14.0674,31.075,2.07917,1158.75,243.5,FALSE,GBIF_CURRENT=740,MODEL=,PLANTSEARCH=2,,
Itea virginica,15.3,11,14.5847,30.5,4.6,1140.5,217.5,FALSE,GBIF_CURRENT=3822,MODEL=,PLANTSEARCH=123,,
Jacobaea cannabifolia,15.3,3,4.44167,22.1,-5.95833,810.5,120.75,FALSE,GBIF_CURRENT=1460,MODEL=,PLANTSEARCH=3,,
Jamesia americana,15.3,3,6.69306,23.975,-0.587502,594,101,FALSE,GBIF_CURRENT=1460,MODEL=,PLANTSEARCH=67,,
Jarava ichu,15.3,11,12.7201,25.075,6.80833,880.75,113.25,FALSE,GBIF_CURRENT=1185,MODEL=,PLANTSEARCH=4,,
Jasione laevis,15.3,2,7.76805,22.4,0.891668,904.5,182.5,FALSE,GBIF_CURRENT=4319,MODEL=,PLANTSEARCH=37,,
Jasminum nudiflorum,15.3,6,11.2111,26.25,3.90833,819,153,FALSE,GBIF_CURRENT=6385,MODEL=,PLANTSEARCH=167,,
Jasminum officinale,15.3,9,11.7653,25.5,5.15,779,136.5,FALSE,GBIF_CURRENT=1115,MODEL=,PLANTSEARCH=91,,
Jeffersonia diphylla,15.3,5,10.8715,27.425,0.3375,980.75,190.75,FALSE,GBIF_CURRENT=3144,MODEL=,PLANTSEARCH=109,,
Jovellana violacea,15.3,5,11.9132,21.95,7.32916,980.5,105.25,FALSE,GBIF_CURRENT=161,MODEL=,PLANTSEARCH=31,,
Junellia micrantha,15.3,2,8.52778,23.7,1.45,369,58,FALSE,GBIF_CURRENT=76,MODEL=,PLANTSEARCH=4,,
Juniperus horizontalis,15.3,6,6.0375,24.8,-3.54167,671.5,99,FALSE,GBIF_CURRENT=3823,MODEL=,PLANTSEARCH=100,,
Juniperus procumbens,15.3,11,10.6611,26.925,1.5,983.25,135.75,FALSE,GBIF_CURRENT=95,MODEL=,PLANTSEARCH=49,,
Jurinea mollis,15.3,6,9.8,25.15,1.425,615.5,107,FALSE,GBIF_CURRENT=444,MODEL=,PLANTSEARCH=19,,
Kadsura heteroclita,15.3,9,16.9333,29.1,9.23333,1198.75,93.75,FALSE,GBIF_CURRENT=267,MODEL=,PLANTSEARCH=10,,
Kadsura japonica,15.3,11,13.7604,26.925,4.91667,1268,162.75,FALSE,GBIF_CURRENT=1473,MODEL=,PLANTSEARCH=67,,
Kalmia buxifolia,15.3,9,12.1653,30,2.775,1252.5,261.75,FALSE,GBIF_CURRENT=1130,MODEL=,PLANTSEARCH=6,,
Kalmia microphylla,15.3,2,5.54445,21.525,-1.72917,1085.25,145.5,FALSE,GBIF_CURRENT=3073,MODEL=,PLANTSEARCH=12,,
Kalmia polifolia,15.3,3,5.93472,23.55,-3.96667,899.5,168.5,FALSE,GBIF_CURRENT=4114,MODEL=,PLANTSEARCH=39,,
Keckiella lemmonii,15.3,8,11.634,27.375,5.2625,983.5,60.75,FALSE,GBIF_CURRENT=326,MODEL=,PLANTSEARCH=6,,
Kerria japonica,15.3,8,10.3097,25.45,2.60833,907.25,155.5,FALSE,GBIF_CURRENT=5676,MODEL=,PLANTSEARCH=159,,
Khadia alticola,15.3,9,13.1271,24.725,7.77499,753.5,48.75,FALSE,GBIF_CURRENT=38,MODEL=,PLANTSEARCH=3,,
Kirengeshoma palmata,15.3,8,10.5861,24.35,2.075,1375,175,FALSE,GBIF_CURRENT=39,MODEL=,PLANTSEARCH=143,,
Kirengeshoma palmata,15.3,8,10.5861,24.35,2.075,1375,175,FALSE,GBIF_CURRENT=39,MODEL=,PLANTSEARCH=143,,
Kitaibela vitifolia,15.3,3,8.85833,22.775,1.45833,695,135,FALSE,GBIF_CURRENT=115,MODEL=,PLANTSEARCH=35,,
Knautia macedonica,15.3,3,9.375,22.9,1.9,772,148,FALSE,GBIF_CURRENT=566,MODEL=,PLANTSEARCH=81,,
Kniphofia albescens,15.3,11,13.559,23.95,7.75,838.75,100.25,FALSE,GBIF_CURRENT=31,MODEL=,PLANTSEARCH=5,,
Kniphofia angustifolia,15.3,11,14.2562,23.825,10.725,715,37,FALSE,GBIF_CURRENT=27,MODEL=,PLANTSEARCH=3,,
Kniphofia brachystachya,15.3,11,13.3333,23.05,6.8125,792.75,99.5,FALSE,GBIF_CURRENT=23,MODEL=,PLANTSEARCH=15,,
Kniphofia caulescens,15.3,6,10.2028,22.45,4.31667,816,104.5,FALSE,GBIF_CURRENT=127,MODEL=,PLANTSEARCH=64,,
Kniphofia ensifolia,15.3,11,14.5597,25.9,7.41667,656.5,74.5,FALSE,GBIF_CURRENT=94,MODEL=,PLANTSEARCH=28,,
Kniphofia hirsuta,15.3,6,9.82779,22.45,3.30833,790.5,105.5,FALSE,GBIF_CURRENT=13,MODEL=,PLANTSEARCH=30,,
Kniphofia laxiflora,15.3,11,13.8931,23.7,7.55,853,101.5,FALSE,GBIF_CURRENT=124,MODEL=,PLANTSEARCH=8,,
Kniphofia linearifolia,15.3,11,13.8722,24.375,8.10417,782,95,FALSE,GBIF_CURRENT=225,MODEL=,PLANTSEARCH=25,,
Kniphofia multiflora,15.3,11,14.525,23.075,8.69583,822,97,FALSE,GBIF_CURRENT=32,MODEL=,PLANTSEARCH=8,,
Kniphofia northiae,15.3,8,11.575,22.8,6.54167,757,104,FALSE,GBIF_CURRENT=80,MODEL=,PLANTSEARCH=39,,
Kniphofia pauciflora,15.3,9,16.1674,26.475,10.05,835,125.75,FALSE,GBIF_CURRENT=3,MODEL=,PLANTSEARCH=13,,
Kniphofia rooperi,15.3,9,16.2854,25.2,10.9208,854.5,131.25,FALSE,GBIF_CURRENT=64,MODEL=,PLANTSEARCH=38,,
Kniphofia sarmentosa,15.3,11,13.9639,27.65,6.83333,493.5,88.5,FALSE,GBIF_CURRENT=44,MODEL=,PLANTSEARCH=28,,
Kniphofia thodei,15.3,8,11.1236,24.1,5.05417,820,63.5,FALSE,GBIF_CURRENT=18,MODEL=,PLANTSEARCH=7,,
Kniphofia triangularis,15.3,11,12.6681,24.2,6.35,796,102.5,FALSE,GBIF_CURRENT=125,MODEL=,PLANTSEARCH=50,,
Kniphofia typhoides,15.3,11,14.0576,24.5,7.62083,728,88.25,FALSE,GBIF_CURRENT=50,MODEL=,PLANTSEARCH=15,,
Koeleria glauca,15.3,3,8.16389,22.9,0.666665,666,124.5,FALSE,GBIF_CURRENT=4838,MODEL=,PLANTSEARCH=57,,
Koeleria macrantha,15.3,5,9.58612,24.75,1.59167,748.5,138,FALSE,GBIF_CURRENT=7019,MODEL=,PLANTSEARCH=60,,
Koeleria vallesiana,15.3,5,11.5444,25.175,3.79583,799,153.5,FALSE,GBIF_CURRENT=6237,MODEL=,PLANTSEARCH=25,,
Koenigia campanulata,15.3,8,9.74166,20.7,4.76667,908.5,154.25,FALSE,GBIF_CURRENT=441,MODEL=,PLANTSEARCH=7,,
Koenigia polystachya,15.3,2,9.78472,23.05,4.39583,1032.75,182.75,FALSE,GBIF_CURRENT=2520,MODEL=,PLANTSEARCH=5,,
Kolkwitzia amabilis,15.3,6,8.87223,23.525,0.825002,772,139,FALSE,GBIF_CURRENT=1564,MODEL=,PLANTSEARCH=210,,
Kunzea muelleri,15.3,6,8.5014,21.65,3.78333,1284.75,218,FALSE,GBIF_CURRENT=848,MODEL=,PLANTSEARCH=12,,
Lallemantia canescens,15.3,3,7.16388,24.775,-1.98333,591.25,97,FALSE,GBIF_CURRENT=13,MODEL=,PLANTSEARCH=16,,
Lamium orvala,15.3,3,10.7583,24.65,2.36667,889.5,164,FALSE,GBIF_CURRENT=3865,MODEL=,PLANTSEARCH=57,,
Larix speciosa,15.3,5,7.14583,18.5,-0.291667,893.5,38,FALSE,GBIF_CURRENT=129,MODEL=,PLANTSEARCH=1,,
Lathyrus aureus,15.3,2,9.35764,23.7,1.37917,672.75,139.5,FALSE,GBIF_CURRENT=345,MODEL=,PLANTSEARCH=31,,
Lathyrus venetus,15.3,8,11.3292,24.5,3.44167,791.5,120,FALSE,GBIF_CURRENT=1400,MODEL=,PLANTSEARCH=22,,
Lathyrus vernus,15.3,2,8.4875,23.05,0.758332,749.25,133,FALSE,GBIF_CURRENT=9080,MODEL=,PLANTSEARCH=105,,
Lavandula angustifolia,15.3,6,10.1785,24.65,3.00833,803,143.75,FALSE,GBIF_CURRENT=6717,MODEL=,PLANTSEARCH=189,,
Lavandula latifolia,15.3,9,12.675,27.1,5.69167,686.5,114.5,FALSE,GBIF_CURRENT=7175,MODEL=,PLANTSEARCH=70,,
Lavandula pedunculata,15.3,11,14.4833,28.175,6.82083,698.25,84.25,FALSE,GBIF_CURRENT=7578,MODEL=,PLANTSEARCH=15,,
Lavandula stoechas,15.3,11,14.0375,27.1,7.00833,711.5,103.5,FALSE,GBIF_CURRENT=9420,MODEL=,PLANTSEARCH=100,,
Ledebouria cooperi,15.3,11,14.6931,25.925,8.40833,868,91,FALSE,GBIF_CURRENT=391,MODEL=,PLANTSEARCH=28,,
Leibnitzia anandria,15.3,5,10.3778,25.95,0.166665,1026,109.5,FALSE,GBIF_CURRENT=2585,MODEL=,PLANTSEARCH=35,,
Lemna trisulca,15.3,3,8.525,22.6,1.00833,669,121.5,FALSE,GBIF_CURRENT=8171,MODEL=,PLANTSEARCH=24,,
Leonurus cardiaca,15.3,6,8.90138,25.75,-0.55,813,147,FALSE,GBIF_CURRENT=9585,MODEL=,PLANTSEARCH=116,,
Lepidothamnus laxifolius,15.3,6,8.95418,21.05,5.0375,1806.75,328.25,FALSE,GBIF_CURRENT=838,MODEL=,PLANTSEARCH=11,,
Lepisorus bicolor,15.3,11,15.7764,29.1,9.05832,1117,116.5,FALSE,GBIF_CURRENT=200,MODEL=,PLANTSEARCH=10,,
Leptarrhena pyrolifolia,15.3,2,4.27361,20.275,-2.41667,1144.5,178.5,FALSE,GBIF_CURRENT=1744,MODEL=,PLANTSEARCH=7,,
Leptinella squalida,15.3,2,8.94236,21.35,2.14583,1627.25,301,FALSE,GBIF_CURRENT=1393,MODEL=,PLANTSEARCH=24,,
Leptospermum namadgiensis,15.3,3,8.91388,23.475,3.43334,898.5,179.25,FALSE,GBIF_CURRENT=119,MODEL=,PLANTSEARCH=5,,
Leptospermum rupestre,15.3,6,7.71529,19.65,3.83333,1115,210,FALSE,GBIF_CURRENT=544,MODEL=,PLANTSEARCH=34,,
Lespedeza thunbergii,15.3,11,12.3354,26.9,2.95417,1152,157.25,FALSE,GBIF_CURRENT=1520,MODEL=,PLANTSEARCH=70,,
Leucanthemum vulgare,15.3,6,9.49791,23.675,1.79584,791.75,150.75,FALSE,GBIF_CURRENT=7324,MODEL=,PLANTSEARCH=112,,
Leucogenes grandiceps,15.3,2,7.16876,20,2.34167,2060.5,369,FALSE,GBIF_CURRENT=1286,MODEL=,PLANTSEARCH=7,,
Leucogenes leontopodium,15.3,2,7.95,18.95,3.375,1638,337,FALSE,GBIF_CURRENT=237,MODEL=,PLANTSEARCH=9,,
Leucojum aestivum,15.3,11,12.0583,26.125,3.94167,810.25,152.75,FALSE,GBIF_CURRENT=6282,MODEL=,PLANTSEARCH=147,,
Leucojum vernum,15.3,3,9.11736,23.25,1.31666,871.75,162.5,FALSE,GBIF_CURRENT=8376,MODEL=,PLANTSEARCH=117,,
Leucothoe axillaris,15.3,8,15.4333,30.8,5.43333,1186.5,238,FALSE,GBIF_CURRENT=558,MODEL=,PLANTSEARCH=78,,
Leucothoe davisiae,15.3,6,8.23682,25.65,1.8125,1139.25,105.25,FALSE,GBIF_CURRENT=277,MODEL=,PLANTSEARCH=23,,
Leucothoe fontanesiana,15.3,5,11.5361,26.85,2.46667,1166.5,234,FALSE,GBIF_CURRENT=1707,MODEL=,PLANTSEARCH=112,,
Leucothoe grayana,15.3,2,8.40694,23.95,-0.683332,1209,189.5,FALSE,GBIF_CURRENT=1584,MODEL=,PLANTSEARCH=18,,
Leucothoe keiskei,15.3,8,12.2125,26.525,3.54166,1513.75,185,FALSE,GBIF_CURRENT=163,MODEL=,PLANTSEARCH=18,,
Levisticum officinale,15.3,6,9.41251,23.825,1.73333,765.5,141.75,FALSE,GBIF_CURRENT=8879,MODEL=,PLANTSEARCH=143,,
Lewisia columbiana,15.3,3,5.6625,21.2,-1.125,1216.75,151.5,FALSE,GBIF_CURRENT=599,MODEL=,PLANTSEARCH=30,,
Lewisia cotyledon,15.3,3,8.46528,24.1,2.275,1121.5,108,FALSE,GBIF_CURRENT=472,MODEL=,PLANTSEARCH=72,,
Lewisia leeana,15.3,6,7.19582,23.575,2.72917,1146.75,94.25,FALSE,GBIF_CURRENT=290,MODEL=,PLANTSEARCH=11,,
Lewisia pygmaea,15.3,3,3.77292,21.625,-2.84167,665.25,128,FALSE,GBIF_CURRENT=1329,MODEL=,PLANTSEARCH=47,,
Lewisia rediviva,15.3,5,8.65694,26.2,0.0833316,561,87.5,FALSE,GBIF_CURRENT=4864,MODEL=,PLANTSEARCH=28,,
Lewisiopsis tweedyi,15.3,2,7.11666,23.1,0.283335,818.25,119.25,FALSE,GBIF_CURRENT=186,MODEL=,PLANTSEARCH=8,,
Liatris ligulistylis,15.3,2,6.09514,26.95,-7.21667,696,99.5,FALSE,GBIF_CURRENT=989,MODEL=,PLANTSEARCH=32,,
Liatris spicata,15.3,11,10.4347,27.9,0.658332,978.5,177,FALSE,GBIF_CURRENT=3340,MODEL=,PLANTSEARCH=176,,
Libertia chilensis,15.3,6,10.9931,22,6.39167,1023,167,FALSE,GBIF_CURRENT=491,MODEL=,PLANTSEARCH=36,,
Libertia ixioides,15.3,6,10.6208,21.625,5.44167,1129,221,FALSE,GBIF_CURRENT=1051,MODEL=,PLANTSEARCH=56,,
Libertia peregrinans,15.3,6,10.4222,20.95,5.99167,1164,221.5,FALSE,GBIF_CURRENT=104,MODEL=,PLANTSEARCH=43,,
Libertia sessiliflora,15.3,11,11.7764,23.35,6.79167,911.75,99.5,FALSE,GBIF_CURRENT=130,MODEL=,PLANTSEARCH=20,,
Ligularia dentata,15.3,5,9.45833,22.7,2.45417,781.75,153.25,FALSE,GBIF_CURRENT=1750,MODEL=,PLANTSEARCH=68,,
Ligularia fischeri,15.3,5,7.64028,24.45,-2.3,986,109.5,FALSE,GBIF_CURRENT=1092,MODEL=,PLANTSEARCH=64,,
Ligularia przewalskii,15.3,5,8.32639,22.65,-0.495833,716.75,82.25,FALSE,GBIF_CURRENT=240,MODEL=,PLANTSEARCH=90,,
Ligularia sibirica,15.3,5,3.39236,22.525,-6.62917,670.25,99.25,FALSE,GBIF_CURRENT=1903,MODEL=,PLANTSEARCH=50,,
Ligularia stenocephala,15.3,8,8.76667,23.55,0.108333,1059.75,136.5,FALSE,GBIF_CURRENT=495,MODEL=,PLANTSEARCH=44,,
Ligusticopsis wallichiana,15.3,5,7.6875,20.3,1.49167,930.25,118,FALSE,GBIF_CURRENT=35,MODEL=,PLANTSEARCH=4,,
Ligustrum tschonoskii,15.3,5,9.54028,24.4,0.1625,1194.75,170.25,FALSE,GBIF_CURRENT=1115,MODEL=,PLANTSEARCH=31,,
Lilium columbianum,15.3,6,8.53403,23.4,2.42917,1102.75,119.25,FALSE,GBIF_CURRENT=5986,MODEL=,PLANTSEARCH=33,,
Lilium distichum,15.3,2,6.29722,23.525,-5.63333,784.5,81.25,FALSE,GBIF_CURRENT=312,MODEL=,PLANTSEARCH=27,,
Lilium formosanum,15.3,11,15.2292,27.275,7.91667,1159,183.75,FALSE,GBIF_CURRENT=2745,MODEL=,PLANTSEARCH=54,,
Lilium henryi,15.3,11,13.0153,27.425,3.97083,1005,113.25,FALSE,GBIF_CURRENT=22,MODEL=,PLANTSEARCH=97,,
Lilium kelloggii,15.3,2,11.4757,24.6,7.10834,1103.75,36.25,FALSE,GBIF_CURRENT=169,MODEL=,PLANTSEARCH=5,,
Lilium kesselringianum,15.3,2,5.09931,21.15,-3.32083,1027.25,189,FALSE,GBIF_CURRENT=79,MODEL=,PLANTSEARCH=21,,
Lilium lancifolium,15.3,8,10.2979,26.6,-0.0333333,1017.75,129,FALSE,GBIF_CURRENT=3062,MODEL=,PLANTSEARCH=86,,
Lilium leucanthum,15.3,11,13.9118,28.525,4.55833,1025.25,102,FALSE,GBIF_CURRENT=51,MODEL=,PLANTSEARCH=27,,
Lilium mackliniae,15.3,8,14.2945,23.325,7.90833,1401.25,104.5,FALSE,GBIF_CURRENT=7,MODEL=,PLANTSEARCH=21,,
Lilium martagon,15.3,3,7.60556,22.75,0.400002,856.5,160.5,FALSE,GBIF_CURRENT=8603,MODEL=,PLANTSEARCH=162,,
Lilium philadelphicum,15.3,3,7.09584,26.55,-3.63333,841.5,138.75,FALSE,GBIF_CURRENT=5839,MODEL=,PLANTSEARCH=23,,
Lilium regale,15.3,11,12.0222,24.85,4.07917,931,152,FALSE,GBIF_CURRENT=86,MODEL=,PLANTSEARCH=109,,
Lilium rosthornii,15.3,11,14.2389,27.675,5.6375,1133,111.25,FALSE,GBIF_CURRENT=26,MODEL=,PLANTSEARCH=21,,
Lilium superbum,15.3,5,10.3042,27.7,0.475,1099.5,221,FALSE,GBIF_CURRENT=1727,MODEL=,PLANTSEARCH=63,,
Lilium tsingtauense,15.3,3,10.2833,25.75,-0.941667,1104,114.5,FALSE,GBIF_CURRENT=797,MODEL=,PLANTSEARCH=35,,
Limonium platyphyllum,15.3,5,9.17639,25.575,-0.941667,575.5,106.75,FALSE,GBIF_CURRENT=410,MODEL=,PLANTSEARCH=26,,
Lindera praecox,15.3,8,11.2556,26.85,2.97917,1290.25,175.5,FALSE,GBIF_CURRENT=1520,MODEL=,PLANTSEARCH=35,,
Lindera salicifolia,15.3,11,14.0514,30.575,3.74166,1048.25,201.5,FALSE,GBIF_CURRENT=4,MODEL=,PLANTSEARCH=5,,
Lindera triloba,15.3,8,11.3639,26.3,3.01667,1568,191.5,FALSE,GBIF_CURRENT=399,MODEL=,PLANTSEARCH=22,,
Lindera umbellata,15.3,8,11.1424,25.525,2.81667,1236.5,190,FALSE,GBIF_CURRENT=3352,MODEL=,PLANTSEARCH=31,,
Linnaea borealis,15.3,3,6.06528,22.35,-2.175,778,130,FALSE,GBIF_CURRENT=9760,MODEL=,PLANTSEARCH=64,,
Linum alpinum,15.3,2,6.13056,20.85,-0.6125,1095.75,198.25,FALSE,GBIF_CURRENT=3468,MODEL=,PLANTSEARCH=26,,
Linum tenuifolium,15.3,5,10.325,24.6,2.7,787.5,154.75,FALSE,GBIF_CURRENT=5584,MODEL=,PLANTSEARCH=32,,
Liriope minor,15.3,11,12.7833,28.05,3.49583,1284.75,181,FALSE,GBIF_CURRENT=659,MODEL=,PLANTSEARCH=18,,
Liriope muscari,15.3,11,13.5493,28.4,4.85833,1113.5,161.75,FALSE,GBIF_CURRENT=3174,MODEL=,PLANTSEARCH=126,,
Lithocarpus grandifolius,15.3,8,21.2931,28.975,16.525,1605.25,68.75,FALSE,GBIF_CURRENT=432,MODEL=,PLANTSEARCH=3,,
Lithospermum officinale,15.3,5,9.30556,23.55,1.79167,746,146,FALSE,GBIF_CURRENT=6208,MODEL=,PLANTSEARCH=83,,
Lobelia cardinalis,15.3,8,10.9611,28.8,0.7375,1022,198.75,FALSE,GBIF_CURRENT=9790,MODEL=,PLANTSEARCH=152,,
Lobelia siphilitica,15.3,5,10.0139,27.95,-0.483333,957,181,FALSE,GBIF_CURRENT=9765,MODEL=,PLANTSEARCH=140,,
Lobelia tupa,15.3,6,11.6937,22.7,6.65833,965.25,104.5,FALSE,GBIF_CURRENT=372,MODEL=,PLANTSEARCH=52,,
Lolium mairei,15.3,11,12.5833,29.45,4.95833,470.5,22,FALSE,GBIF_CURRENT=6,MODEL=,,,
Lomatia myricoides,15.3,8,11.9028,23.7,6.25834,946,169.5,FALSE,GBIF_CURRENT=4052,MODEL=,PLANTSEARCH=37,,
Lomatia polymorpha,15.3,6,9.86529,20.9,5.90833,1241.5,219.5,FALSE,GBIF_CURRENT=624,MODEL=,PLANTSEARCH=12,,
Lomatium columbianum,15.3,2,10.1778,25.6,2.00833,689,81.75,FALSE,GBIF_CURRENT=531,MODEL=,PLANTSEARCH=8,,
